query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004044534.1,309800.HVO_0389,2.80E-54,216.1,,,,,arNOG[11],"0M0G8@eurNOG,0RI70@halNOG,0YTVI@NOG,arCOG06272@arNOG",NA|NA|NA,,
WP_004044528.1,309800.HVO_0395,9.10E-198,694.5,,,,,arNOG[11],"0KXGB@eurNOG,0RFAW@halNOG,0ZVCB@NOG,arCOG08113@arNOG",NA|NA|NA,S,BNR/Asp-box repeat
WP_004044490.1,309800.HVO_0434,1.50E-221,773.9,,,,,arNOG[11],"02U1S@arNOG,0KYTY@eurNOG,0RJWS@halNOG,11S7G@NOG",NA|NA|NA,G,Major Facilitator Superfamily
WP_004044478.1,309800.HVO_0446,2.10E-144,516.9,PHNC1,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K02041,,arNOG[11],"0KWEK@eurNOG,0RFWE@halNOG,COG3638@NOG,arCOG00206@arNOG",NA|NA|NA,P,Part of the ABC transporter complex PhnCDE involved in phosphonates import. Responsible for energy coupling to the transport system (By similarity)
WP_004044456.1,309800.HVO_0466,7.10E-215,751.5,CITZ,,"K01647,K01659",CS,arNOG[11],"0KRNU@eurNOG,0RF91@halNOG,COG0372@NOG,arCOG04237@arNOG",NA|NA|NA,C,citrate synthase
WP_004044455.1,309800.HVO_0467,4.00E-216,755.7,PCHB,,,,arNOG[11],"0KRQH@eurNOG,0RG86@halNOG,COG3273@NOG,arCOG01963@arNOG",NA|NA|NA,P,TrkA-C domain protein
WP_004044451.1,309800.HVO_0471,1.10E-259,900.6,,,,,arNOG[11],"0KUSD@eurNOG,0RIT3@halNOG,COG4983@NOG,arCOG06276@arNOG",NA|NA|NA,L,Inherit from COG: Domain of unknown function (DUF927)
WP_004044448.1,309800.HVO_0474,6.10E-135,485.3,PIMT1,,K00573,,arNOG[11],"0M0T7@eurNOG,0RG46@halNOG,COG2518@NOG,arCOG00976@arNOG",NA|NA|NA,O,o-methyltransferase
WP_004044422.1,309800.HVO_0501,1.00E-64,251.1,,,,,arNOG[11],"0M14J@eurNOG,0RIIS@halNOG,COG5652@NOG,arCOG03232@arNOG",NA|NA|NA,S,VanZ like family
WP_004044383.1,309800.HVO_0548,8.20E-264,914.4,,,K03315,,arNOG[11],"0M1G0@eurNOG,0RFVW@halNOG,COG1757@NOG,arCOG02010@arNOG",NA|NA|NA,C,Na H antiporter
WP_004044366.1,309800.HVO_0567,0,1484.2,,,K00700,,arNOG[11],"0KX23@eurNOG,0RFJG@halNOG,COG0366@NOG,arCOG02948@arNOG",NA|NA|NA,G,Alpha amylase
WP_004044349.1,309800.HVO_0585,1.60E-186,657.1,,,,,arNOG[11],"0KZQ5@eurNOG,0RGIF@halNOG,COG0667@NOG,arCOG01617@arNOG",NA|NA|NA,C,aldo keto reductase
WP_004044343.1,309800.HVO_0591,2.30E-188,663.3,COBD,,"K00817,K04720",THRPD,arNOG[11],"0KRQ3@eurNOG,0RFPN@halNOG,COG0079@NOG,arCOG04273@arNOG",NA|NA|NA,E,L-threonine-O-3-phosphate decarboxylase
WP_004044339.1,309800.HVO_0595,3.80E-135,486.1,GYY_06580,,"K03496,K03609",,arNOG[11],"0KRGE@eurNOG,0RFV2@halNOG,COG0455@NOG,arCOG00589@arNOG",NA|NA|NA,D,Cell division inhibitor
WP_004044323.1,309800.HVO_0611,4.70E-267,925.2,,,K07793,,arNOG[11],"02TW3@arNOG,0M08U@eurNOG,0RG5I@halNOG,COG3333@NOG",NA|NA|NA,S,Tripartite tricarboxylate transporter TctA family
WP_004044315.1,309800.HVO_0619,0,1191,,,K07333,,arNOG[11],"0KZQT@eurNOG,0RF60@halNOG,0Y9Z9@NOG,arCOG01810@arNOG",NA|NA|NA,N,type II secretion system
WP_004044312.1,309800.HVO_0622,1.40E-154,550.8,,,K03179,,arNOG[11],"0KSJZ@eurNOG,0RFTP@halNOG,COG0382@NOG,arCOG00481@arNOG",NA|NA|NA,H,Prenyltransferase
WP_004044260.1,309800.HVO_0675,3.20E-148,529.6,GYY_02060,,K06982,PNTK,arNOG[11],"0KST1@eurNOG,0RFUR@halNOG,COG1829@NOG,arCOG04263@arNOG",NA|NA|NA,H,GHMP kinase
WP_004044222.1,309800.HVO_0715,9.30E-235,817.8,,,K07301,,arNOG[11],"0KVYP@eurNOG,0RFZN@halNOG,COG0530@NOG,arCOG02881@arNOG",NA|NA|NA,P,Sodium calcium exchanger membrane region
WP_004044194.1,309800.HVO_0743,6.50E-268,927.9,,,K01138,,arNOG[11],"0KTN5@eurNOG,0RGDI@halNOG,COG3379@NOG,arCOG01377@arNOG",NA|NA|NA,S,type I phosphodiesterase nucleotide pyrophosphatase
WP_004044192.1,309800.HVO_0745,1.80E-191,673.7,FTSZ3,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,,arNOG[11],"0KS48@eurNOG,0RFRK@halNOG,COG0206@NOG,arCOG02202@arNOG",NA|NA|NA,D,cell division protein FtsZ
WP_004044189.1,309800.HVO_0748,0,1255.4,,,K07332,,arNOG[11],"0KRY5@eurNOG,0RGMT@halNOG,COG0630@NOG,arCOG01818@arNOG",NA|NA|NA,N,type II secretion system protein E
WP_004044181.1,309800.HVO_0756,3.30E-223,779.2,,,,,arNOG[11],"0KZVI@eurNOG,0RFFK@halNOG,COG0618@NOG,arCOG01566@arNOG",NA|NA|NA,S,phosphoesterase RecJ domain protein
WP_004044178.1,309800.HVO_0759,3.40E-204,716.1,,,,,arNOG[11],"0M0NM@eurNOG,0RG4F@halNOG,COG0477@NOG,arCOG00134@arNOG",NA|NA|NA,G,major facilitator superfamily
WP_004044169.1,309800.HVO_0768,0,1169.5,GYY_03530,,,,arNOG[11],"0KRM0@eurNOG,0RG95@halNOG,COG1031@NOG,arCOG01359@arNOG",NA|NA|NA,C,Radical SAM domain protein
WP_004044161.1,309800.HVO_0776,2.40E-114,416.8,,,,,arNOG[11],"0KZPV@eurNOG,0RGYM@halNOG,COG3413@NOG,arCOG02276@arNOG",NA|NA|NA,K,bacterio-opsin activator HTH domain-containing protein
WP_004044120.1,309800.HVO_0816,2.50E-130,469.9,,,K06953,,arNOG[11],"0KTHZ@eurNOG,0RGXJ@halNOG,COG1407@NOG,arCOG01150@arNOG",NA|NA|NA,S,Metallophosphoesterase
WP_004044048.1,309800.HVO_0890,4.60E-131,472.6,,,K01992,,arNOG[11],"02T29@arNOG,0KYS4@eurNOG,0RJV0@halNOG,1117G@NOG",NA|NA|NA,P,Copper ABC transporter permease
WP_004044046.1,309800.HVO_0892,0,1239.9,,,K07218,,arNOG[11],"0KUJM@eurNOG,0RGEA@halNOG,COG3420@NOG,arCOG02519@arNOG",NA|NA|NA,P,Copper-binding protein
WP_004044045.1,309800.HVO_0893,0,1109,MCMA2,,K01848,,arNOG[11],"0KRKF@eurNOG,0RFR5@halNOG,COG1884@NOG,arCOG04232@arNOG",NA|NA|NA,I,Methylmalonyl-CoA mutase
WP_004044038.1,309800.HVO_0901,2.30E-216,756.5,LIVM1,,K01998,,arNOG[11],"0M08F@eurNOG,0RGPU@halNOG,COG4177@NOG,arCOG01275@arNOG",NA|NA|NA,E,branched-chain amino
WP_004043992.1,309800.HVO_0953,0,1129.8,,,K08981,,arNOG[11],"0KSGM@eurNOG,0RG47@halNOG,COG3428@NOG,arCOG04619@arNOG",NA|NA|NA,S,membrane-flanked domain protein
WP_004043975.1,309800.HVO_0969,0,1802.3,TLPC,,"K03406,K05813",,arNOG[11],"0KT9A@eurNOG,0RFKE@halNOG,COG0840@NOG,arCOG02320@arNOG,arCOG02362@arNOG",NA|NA|NA,N,HAMP domain
WP_004043927.1,309800.HVO_1015,5.70E-77,292,RIBL,"GO:0000166,GO:0001882,GO:0001883,GO:0001884,GO:0002135,GO:0003674,GO:0003824,GO:0003919,GO:0005488,GO:0005515,GO:0005524,GO:0006139,GO:0006725,GO:0006732,GO:0006747,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009161,GO:0009165,GO:0009259,GO:0009987,GO:0010181,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0018130,GO:0019103,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032549,GO:0032550,GO:0032551,GO:0032553,GO:0032555,GO:0032557,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042726,GO:0042727,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044710,GO:0046443,GO:0046444,GO:0046483,GO:0046983,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072387,GO:0072388,GO:0090407,GO:0097159,GO:1901135,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576","K00980,K14656",,arNOG[11],"0KTF3@eurNOG,0RHJP@halNOG,COG0615@NOG,arCOG01222@arNOG",NA|NA|NA,M,Catalyzes the transfer of the AMP portion of ATP to flavin mononucleotide (FMN) to produce flavin adenine dinucleotide (FAD) coenzyme (By similarity)
WP_004043923.1,309800.HVO_1019,2.40E-304,1049.3,PLD,,,,arNOG[11],"0KSJP@eurNOG,0RGF1@halNOG,COG1502@NOG,arCOG02039@arNOG",NA|NA|NA,I,phospholipase D
WP_004043917.1,309800.HVO_1025,1.80E-218,763.5,ACAB2,,"K00626,K00632",,arNOG[11],"0KZVC@eurNOG,0RFMG@halNOG,COG0183@NOG,arCOG01278@arNOG",NA|NA|NA,I,C-acyltransferase (EC
WP_004043910.1,309800.HVO_1033,0,1278.8,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K07333,,arNOG[11],"0KS28@eurNOG,0RF6P@halNOG,COG2064@NOG,arCOG01808@arNOG",NA|NA|NA,N,type II secretion system
WP_004043885.1,309800.HVO_1056,0,1084.3,GYY_07985,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K03498,,arNOG[11],"0KRD0@eurNOG,0RGAZ@halNOG,COG0168@NOG,arCOG04145@arNOG",NA|NA|NA,P,TRK potassium uptake system protein
WP_004043877.1,309800.HVO_1064,9.70E-44,181,,,K05570,,arNOG[11],"0KUNA@eurNOG,0RHS1@halNOG,COG2212@NOG,arCOG03121@arNOG",NA|NA|NA,P,Multiple resistance and pH regulation protein F
WP_004043876.1,309800.HVO_1065,2.60E-107,393.3,EHBA,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K05569,K14110",,arNOG[11],"0KTAH@eurNOG,0RH1U@halNOG,COG1863@NOG,arCOG03099@arNOG",NA|NA|NA,P,Cation antiporter
WP_004043846.1,309800.HVO_1092,3.40E-86,322.8,RNP2,,K03537,,arNOG[11],"0KUEX@eurNOG,0RHDK@halNOG,COG1369@NOG,arCOG01365@arNOG",NA|NA|NA,J,"Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
WP_004043844.1,309800.HVO_1094,4.00E-128,462.6,RNP3,,K03539,,arNOG[11],"0KSXS@eurNOG,0RFKQ@halNOG,COG1603@NOG,arCOG00307@arNOG",NA|NA|NA,J,"Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
WP_004043824.1,309800.HVO_1113,2.30E-213,746.5,FTSZ3,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,,arNOG[11],"0KRU8@eurNOG,COG0206@NOG,arCOG02202@arNOG",NA|NA|NA,D,Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity (By similarity)
WP_004043820.1,309800.HVO_1117,2.10E-115,420.2,,,K06930,,arNOG[11],"0KXM1@eurNOG,0RHCV@halNOG,COG3413@NOG,arCOG02280@arNOG",NA|NA|NA,K,Bacterio-opsin activator HTH domain protein
WP_004043780.1,309800.HVO_1160,0,2148.2,GSPE2,,K07332,,arNOG[11],"0KRFF@eurNOG,0RG9T@halNOG,COG0630@NOG,arCOG01817@arNOG",NA|NA|NA,N,type II secretion system protein
WP_004043774.1,309800.HVO_1167,4.40E-46,188.7,RNP4,,K03540,,arNOG[11],"0KUI5@eurNOG,0RHPK@halNOG,COG2023@NOG,arCOG04345@arNOG",NA|NA|NA,J,"Part of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends (By similarity)"
WP_004043765.1,309800.HVO_1176,1.30E-137,494.2,,,,,arNOG[11],"0KZJA@eurNOG,0RHDY@halNOG,11QVJ@NOG,arCOG02874@arNOG",NA|NA|NA,,
WP_004043762.1,309800.HVO_1179,1.50E-190,670.6,,,K00858,,arNOG[11],"0KRME@eurNOG,0RGB6@halNOG,COG3199@NOG,arCOG01350@arNOG",NA|NA|NA,S,ATP-NAD AcoX kinase
WP_004043751.1,309800.HVO_1190,8.60E-134,481.5,,,K06930,,arNOG[11],"0M0TC@eurNOG,0RFYY@halNOG,COG3413@NOG,arCOG02272@arNOG",NA|NA|NA,K,HTH DNA binding domain
WP_004043749.1,309800.HVO_1192,1.20E-225,787.3,,,K01999,,arNOG[11],"0KUVQ@eurNOG,0RGP7@halNOG,COG0683@NOG,arCOG01021@arNOG",NA|NA|NA,E,Receptor family ligand binding region
WP_004043747.1,309800.HVO_1194,1.00E-197,694.5,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K01998,,arNOG[11],"0KWHM@eurNOG,0RFGT@halNOG,COG4177@NOG,arCOG01273@arNOG",NA|NA|NA,E,branched-chain amino acid ABC transporter permease
WP_004043744.1,309800.HVO_1197,1.60E-149,533.9,,,,,arNOG[11],"0KX3A@eurNOG,0RGCS@halNOG,0YEZV@NOG,arCOG01190@arNOG",NA|NA|NA,T,RIO1 family
WP_004043732.1,309800.HVO_1210,7.20E-108,395.2,FLAB1,"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464","K07324,K07325",,arNOG[11],"0KTGU@eurNOG,0RHSC@halNOG,COG1681@NOG,arCOG01829@arNOG",NA|NA|NA,N,Flagellin
WP_004043729.1,309800.HVO_1213,4.00E-255,885.6,FLAE,"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464","K07327,K07328,K07822",,arNOG[11],"0KYTQ@eurNOG,0RJWI@halNOG,COG3352@NOG,arCOG02963@arNOG,arCOG02964@arNOG",NA|NA|NA,N,Flagella accessory protein C (FlaC)
WP_004043726.1,309800.HVO_1216,2.00E-133,480.3,FLAH,"GO:0005575,GO:0005622,GO:0005623,GO:0009288,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464",K07331,,arNOG[11],"0KRF6@eurNOG,0RGI0@halNOG,COG2874@NOG,arCOG04148@arNOG",NA|NA|NA,T,Flagella-related protein H
WP_004043715.1,309800.HVO_1227,1.70E-286,989.9,GYY_02860,,"K02824,K03458",,arNOG[11],"0KT57@eurNOG,0RFJT@halNOG,COG2233@NOG,arCOG02805@arNOG",NA|NA|NA,F,Xanthine uracil
WP_004043711.1,309800.HVO_1231,2.30E-85,320.1,,,K07038,,arNOG[11],"02TND@arNOG,0M260@eurNOG,0RJY5@halNOG,0YQG9@NOG",NA|NA|NA,S,Predicted membrane-bound metal-dependent hydrolase (DUF457)
WP_004043706.1,309800.HVO_1236,0,1092,,,K01895,,arNOG[11],"0KRI7@eurNOG,0RG7Y@halNOG,COG0365@NOG,arCOG01529@arNOG",NA|NA|NA,I,synthetase
WP_004043704.1,309800.HVO_1238,9.70E-189,664.5,YAJO,,,,arNOG[11],"0KTM1@eurNOG,0RG9R@halNOG,COG0667@NOG,arCOG01617@arNOG",NA|NA|NA,C,Aldo keto reductase
WP_004043702.1,309800.HVO_1239,2.60E-207,726.5,,,,,arNOG[11],"0KWHX@eurNOG,0RF8Q@halNOG,COG0477@NOG,arCOG00130@arNOG",NA|NA|NA,G,major facilitator superfamily
WP_004043701.1,309800.HVO_1240,2.80E-205,719.5,,,,,arNOG[11],"0M091@eurNOG,0RFRY@halNOG,0YFMQ@NOG,arCOG04511@arNOG",NA|NA|NA,P,"Inherit from NOG: Extracellular solute-binding protein, family 5"
WP_004043695.1,309800.HVO_1246,7.80E-70,268.1,,,,,arNOG[11],"0KZ5R@eurNOG,0RHX6@halNOG,COG0633@NOG,arCOG02987@arNOG",NA|NA|NA,C,Ferredoxin
WP_004043684.1,309800.HVO_1255,2.60E-215,753.1,,,,,arNOG[11],"02U1Y@arNOG,0M11U@eurNOG,0RGUB@halNOG,0ZVZD@NOG",NA|NA|NA,G,Major facilitator family
WP_004043678.1,309800.HVO_1261,0,1115.1,,,,,arNOG[11],"0KRXV@eurNOG,0RFPV@halNOG,0XSMX@NOG,arCOG02905@arNOG",NA|NA|NA,S,Aerotolerance regulator N-terminal
WP_004043659.1,309800.HVO_1280,4.60E-226,788.9,YFMO2,,,,arNOG[11],"0KTPK@eurNOG,0RFTV@halNOG,COG0477@NOG,arCOG00130@arNOG",NA|NA|NA,G,major facilitator superfamily
WP_004043645.1,309800.HVO_1294,0,1088.6,,,,,arNOG[11],"0M0DE@eurNOG,0RFZP@halNOG,COG2303@NOG,arCOG02233@arNOG",NA|NA|NA,E,Oxidoreductase
WP_004043585.1,309800.HVO_1354,0,1095.9,MUTS,,,,arNOG[11],"0KR97@eurNOG,0RFMC@halNOG,COG1193@NOG,arCOG02895@arNOG",NA|NA|NA,L,DNA mismatch repair protein
WP_004043563.1,309800.HVO_1376,4.40E-68,262.3,MCE,"GO:0003674,GO:0003824,GO:0004493,GO:0006139,GO:0006163,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009987,GO:0015936,GO:0016853,GO:0016854,GO:0019637,GO:0019693,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0042278,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0046128,GO:0046483,GO:0046491,GO:0051186,GO:0055086,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564,GO:1901657","K00457,K05606,K07588",,arNOG[11],"0KUC0@eurNOG,0RHGP@halNOG,COG0346@NOG,arCOG02706@arNOG",NA|NA|NA,E,methylmalonyl-CoA epimerase
WP_004043513.1,309800.HVO_1422,2.70E-205,719.5,,,,,arNOG[11],"0M16A@eurNOG,0RGPF@halNOG,COG0582@NOG,arCOG01250@arNOG",NA|NA|NA,L,Integrase
WP_004043465.1,309800.HVO_1470,5.30E-254,881.7,MENF,,K02552,,arNOG[11],"0M0I5@eurNOG,0RFQ2@halNOG,COG1169@NOG,arCOG02015@arNOG",NA|NA|NA,H,Isochorismate synthase
WP_004043437.1,309800.HVO_1498,3.10E-76,289.7,,,K02768,,arNOG[11],"0M0GZ@eurNOG,0RHJE@halNOG,COG1762@NOG,arCOG10195@arNOG",NA|NA|NA,G,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"
WP_004043403.1,469382.Hbor_06420,7.10E-125,452.6,FTSZ3,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",,,arNOG[11],"0KRU8@eurNOG,0RFEK@halNOG,COG0206@NOG,arCOG02202@arNOG",NA|NA|NA,D,Tubulin FtsZ GTPase
WP_004043394.1,64091.VNG0129G,5.70E-100,369.4,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K03799,,arNOG[11],"0KRNB@eurNOG,0RFI9@halNOG,COG0501@NOG,arCOG01331@arNOG",NA|NA|NA,O,Peptidase M48 Ste24p
WP_004043293.1,416348.Hlac_2881,4.20E-82,309.3,,,,,arNOG[11],"111DM@NOG,arCOG02775@arNOG",NA|NA|NA,,
WP_004043258.1,416348.Hlac_3025,1.70E-84,318.5,,,K04763,,arNOG[11],"0M01F@eurNOG,0RIMX@halNOG,COG0582@NOG,arCOG01241@arNOG",NA|NA|NA,L,Inherit from arCOG: Integrase
WP_004043250.1,797209.ZOD2009_21367,9.10E-117,425.2,,"GO:0005575,GO:0016020",K02034,,arNOG[11],"0KSGE@eurNOG,0RFRG@halNOG,COG1173@NOG,arCOG00748@arNOG",NA|NA|NA,E,transport system permease
WP_004043237.1,485914.Hmuk_2940,5.70E-88,329.3,,,K01990,,arNOG[11],"0KZ04@eurNOG,0RIQM@halNOG,COG1131@NOG,arCOG00194@arNOG",NA|NA|NA,V,ABC transporter
WP_004043219.1,264732.Moth_1997,4.10E-68,264.2,HYDA,,K01464,,bactNOG[38],"07RNN@bactNOG,0EPDJ@cloNOG,0NE9F@firmNOG,COG0044@NOG",NA|NA|NA,F,Dihydropyrimidinase
WP_004043169.1,416348.Hlac_3114,3.40E-66,256.1,FUR,,"K03711,K09825",,arNOG[11],"0KYXD@eurNOG,0RGU8@halNOG,COG0735@NOG,arCOG01868@arNOG",NA|NA|NA,P,Transcriptional regulator PadR-like family
WP_004043140.1,797209.ZOD2009_04682,3.00E-146,523.9,,,K02472,,arNOG[11],"0KSFE@eurNOG,0RG15@halNOG,COG0677@NOG,arCOG00252@arNOG",NA|NA|NA,M,Nucleotide sugar dehydrogenase
WP_004043136.1,485914.Hmuk_2034,6.30E-34,149.4,,,,,arNOG[11],"0KZ0J@eurNOG,0RICN@halNOG,111DE@NOG,arCOG03392@arNOG",NA|NA|NA,S,Membrane-bound metal-dependent hydrolase
WP_004043104.1,519442.Huta_2485,2.00E-85,321.2,,,K01990,,arNOG[11],"0KW8S@eurNOG,0RF8U@halNOG,COG1131@NOG,arCOG00194@arNOG",NA|NA|NA,V,ABC transporter
WP_004043103.1,795797.HacjB3_11525,8.00E-62,242.7,,,K01992,,arNOG[11],"0KXXK@eurNOG,0RGBE@halNOG,COG0842@NOG,arCOG01467@arNOG",NA|NA|NA,V,ABC-2 type transporter
WP_004043095.1,543526.Htur_0497,6.50E-68,262.7,,,K06930,,arNOG[11],"0M0N2@eurNOG,0RH28@halNOG,COG3413@NOG,arCOG02272@arNOG",NA|NA|NA,K,Bat-like protein
WP_004043086.1,634497.HAH_0482,8.10E-109,399.8,,,K06930,,arNOG[11],"0KV2Q@eurNOG,0RGNQ@halNOG,COG3413@NOG,arCOG02279@arNOG,arCOG02282@arNOG",NA|NA|NA,K,bacterio-opsin activator-like protein
WP_004043045.1,309800.HVO_2802,4.40E-248,862.1,LIVM4,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K01998,,arNOG[11],"0KWHM@eurNOG,0RFIB@halNOG,COG4177@NOG,arCOG01273@arNOG",NA|NA|NA,E,branched-chain amino acid transport
WP_004043029.1,309800.HVO_2784,5.50E-87,325.5,RPS13,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0030529,GO:0032991,GO:0034645,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901576",K02952,,arNOG[11],"0KTKN@eurNOG,0RGVX@halNOG,COG0099@NOG,arCOG01722@arNOG",NA|NA|NA,J,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits"
WP_004043024.1,309800.HVO_2778,1.60E-74,283.9,RPL13P,,"K02871,K02996",,arNOG[11],"0KU7S@eurNOG,0RH1M@halNOG,COG0102@NOG,arCOG04242@arNOG",NA|NA|NA,J,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity)"
WP_004043014.1,309800.HVO_2767,0,1742.6,DNA2,,K10742,,arNOG[11],"0KRDX@eurNOG,0RG74@halNOG,COG1112@NOG,arCOG00792@arNOG",NA|NA|NA,L,DNA replication factor Dna2
WP_004043002.1,309800.HVO_2756,1.80E-180,637.1,RPLP0,,K02864,,arNOG[11],"0KRIC@eurNOG,0RG00@halNOG,COG0244@NOG,arCOG04288@arNOG",NA|NA|NA,J,Ribosomal protein P0 is the functional equivalent of E.coli protein L10 (By similarity)
WP_004042999.1,309800.HVO_2754,1.70E-220,770.4,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K08971,,arNOG[11],"0KREQ@eurNOG,0RFF6@halNOG,COG1784@NOG,arCOG04469@arNOG",NA|NA|NA,S,Tripartite tricarboxylate transporter TctA family
WP_004042940.1,309800.HVO_2724,2.40E-262,909.4,GYY_00225,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K12574,,arNOG[11],"0KRR2@eurNOG,0RGGM@halNOG,COG0595@NOG,arCOG00546@arNOG",NA|NA|NA,J,beta-lactamase domain protein
WP_004042834.1,309800.HVO_2675,2.30E-230,803.1,HISD,,K00013,HISTD,arNOG[11],"0KRPE@eurNOG,0RFF4@halNOG,COG0141@NOG,arCOG04352@arNOG",NA|NA|NA,E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)
WP_004042751.1,309800.HVO_2635,1.20E-118,431,,,K07018,,arNOG[11],"0KXI9@eurNOG,0RH53@halNOG,COG2945@NOG,arCOG01652@arNOG",NA|NA|NA,S,"Inherit from COG: alpha, beta"
WP_004042739.1,309800.HVO_2628,3.50E-175,619.4,GHMP,,K06984,,arNOG[11],"0KRGS@eurNOG,0RG7F@halNOG,COG1907@NOG,arCOG01026@arNOG",NA|NA|NA,S,beta-ribofuranosylaminobenzene 5-phosphate synthase
WP_004042714.1,309800.HVO_2616,1.10E-213,747.7,PCHA,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K03455,K10716",,arNOG[11],"0KSMM@eurNOG,0RG96@halNOG,COG1226@NOG,arCOG01958@arNOG",NA|NA|NA,P,TrkA-N domain protein
WP_004042712.1,309800.HVO_2615,7.60E-259,897.9,,,,,arNOG[11],"0M16H@eurNOG,0RGAQ@halNOG,0Y91V@NOG,arCOG04780@arNOG",NA|NA|NA,T,HPP family
WP_004042635.1,309800.HVO_2575,1.70E-302,1043.1,GBP2,,K03231,,arNOG[11],"0KRHD@eurNOG,0RFBY@halNOG,COG5258@NOG,arCOG01562@arNOG",NA|NA|NA,S,protein synthesis factor GTP-binding
WP_004042618.1,309800.HVO_2564,1.60E-194,683.7,RPL3,,K02906,,arNOG[11],"0KRP0@eurNOG,0RFDC@halNOG,COG0087@NOG,arCOG04070@arNOG",NA|NA|NA,J,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit (By similarity)"
